ALIAS	n_DNA	n_LTR	n_SINE	n_LINE	species	freshwater	brackwater	saltwater	brood1	brood2	latin	DNA	LINEs	LTR	SINEs	Simple	Total	TEs	Common_name	FAMILY	DNA_frac	LINEs_frac	SINEs_frac	LTR_frac	bp	contig_bp	n50_contig	n50_scaffold	longest_scaffold	num_strs_unit20	mean_length_unit20	mean_length_sd_unit20	strs_bp_per_mbp_unit20	strs_corr_bp_per_mbp_unit20	strs_per_mbp_unit20	busco_complete_single	busco_complete_dup	busco_fragmented	busco_missing	snps	mnps	indels	complex	in_60	coverage	cegma_complete	cegma_partial	ca_coverage	snps_per_kbp	num_genes	strs_corr_bp_per_mbp_cds_unit20	num_strs_unit10	mean_length_unit10	mean_length_sd_unit10	strs_bp_per_mbp_unit10	strs_corr_bp_per_mbp_unit10	strs_per_mbp_unit10	strs_corr_bp_per_mbp_cds_unit10	indels_per_kbp	num_kogs	num_introns	mean_intron_size	std_intron_size	num_strs_filter_unit20	mean_length_filter_unit20	mean_length_sd_filter_unit20	strs_bp_per_mbp_filter_unit20	strs_corr_bp_per_mbp_filter_unit20	strs_per_mbp_filter_unit20	num_strs_unit10_1	mean_length_unit10_1	mean_length_sd_unit10_1	strs_bp_per_mbp_unit10_1	strs_corr_bp_per_mbp_unit10_1	strs_per_mbp_unit10_1	num_strs_unit10_2	mean_length_unit10_2	mean_length_sd_unit10_2	strs_bp_per_mbp_unit10_2	strs_corr_bp_per_mbp_unit10_2	strs_per_mbp_unit10_2	num_strs_unit10_3	mean_length_unit10_3	mean_length_sd_unit10_3	strs_bp_per_mbp_unit10_3	strs_corr_bp_per_mbp_unit10_3	strs_per_mbp_unit10_3	num_strs_unit10_4	mean_length_unit10_4	mean_length_sd_unit10_4	strs_bp_per_mbp_unit10_4	strs_corr_bp_per_mbp_unit10_4	strs_per_mbp_unit10_4	num_strs_unit10_5	mean_length_unit10_5	mean_length_sd_unit10_5	strs_bp_per_mbp_unit10_5	strs_corr_bp_per_mbp_unit10_5	strs_per_mbp_unit10_5	num_strs_unit10_6	mean_length_unit10_6	mean_length_sd_unit10_6	strs_bp_per_mbp_unit10_6	strs_corr_bp_per_mbp_unit10_6	strs_per_mbp_unit10_6	num_strs_unit10_7	mean_length_unit10_7	mean_length_sd_unit10_7	strs_bp_per_mbp_unit10_7	strs_corr_bp_per_mbp_unit10_7	strs_per_mbp_unit10_7	num_strs_unit10_8	mean_length_unit10_8	mean_length_sd_unit10_8	strs_bp_per_mbp_unit10_8	strs_corr_bp_per_mbp_unit10_8	strs_per_mbp_unit10_8	num_strs_unit10_9	mean_length_unit10_9	mean_length_sd_unit10_9	strs_bp_per_mbp_unit10_9	strs_corr_bp_per_mbp_unit10_9	strs_per_mbp_unit10_9	num_strs_unit10_10	mean_length_unit10_10	mean_length_sd_unit10_10	strs_bp_per_mbp_unit10_10	strs_corr_bp_per_mbp_unit10_10	strs_per_mbp_unit10_10	preqc_genome_size	strs_perc	scaled_bp	sum_strs_per_mbp_unit10	prop_class	log_strs	brood1_cat	brood1_cat2	brood1_bin	water	water_bin	w_b	bg_salt	ng_salt	ng_fresh	bg_fresh	nTEs	nTEs_density
fish_80	219764	110327	12653	70503	Stylephorus chordatus	0	0	1	nan	nan	Stylephorus_chordatus	8.02	6.1	2.92	0.45	3.77	33.78	17.49	Tube-eye_or_thread-tail	Stylephoridae	0.4585477415666095	0.3487707261292167	0.02572898799313894	0.1669525443110349	488488587	487092357	3373	4684	52951	524736	49.56	88.49	50372.5	50516.9	1075.28	1189	39	926	1583	2713626	114341	683341	271289	1	33.4826	125	193	23.04	5.57107	23721	7691.1	461599	42.17	73.96	38485.1	38595.4	945.9	3360.85	1.4029	332	1987	381.855	346.966	357667	52.23	85.81	36540.2	52962.3	732.924	41019	17.29	7.87	1451.6	1455.76	84.0553	222293	42.92	52.01	19520.4	19576.4	455.51800000000003	49376	36.43	98.18	3675.51	3686.04	101.18	62767	49.38	92.36	6305.91	6323.98	128.621	20608	41.73	95.84	1737.92	1742.9	42.2295	19140	40.53	81.3	1572.24	1576.75	39.2213	8934	39.3	76.11	708.28	710.31	18.3074	12143	52.3	93.26	1286.75	1290.43	24.8832	8321	54.67	110.85	915.54	918.17	17.0512	16998	72.94	129.57	2443.11	2450.11	34.832	902890062	3.84851	-0.4889097763365835	39617.26	0.5177619893428064	4.585292619371314	nan	nan	nan	salt	0.0	nan	0	0	0	0	413247	845.9706347243687
fish_81	223571	53101	12175	35730	Spondyliosoma cantharus	0	0	1	nonguarders	brood hiders	Spondyliosoma_cantharus	6.0	1.96	0.95	0.25	2.12	22.55	9.16	Black_seabream	Sparidae	0.6550218340611353	0.21397379912663755	0.027292576419213975	0.10371179039301309	680472139	678970479	11633	28198	280365	389458	35.24	56.99	19537.6	19580.8	572.732	3001	78	426	271	2600556	94458	452864	201027	1	19.5012	215	240	17.19	3.83015	26633	5644.04	368663	32.34	46.86	17155.7	17193.6	542.151	4169.7	0.666986	437	3680	432.457	441.134	315969	34.93	49.65	15846.2	20112.5	464.66	76382	17.22	5.25	1933.48	1937.75	112.32600000000001	161368	37.72	38.67	8940.05	8959.83	237.30599999999998	41983	29.6	50.6	1822.53	1826.56	61.7397	31921	36.09	65.42	1684.58	1688.31	46.9426	15287	28.22	35.08	631.65	633.04	22.4809	11998	30.24	54.49	528.33	529.49	17.6441	6213	28.52	43.57	259.24	259.82	9.13676	8147	42.24	90.68	501.75	502.86	11.9809	6767	41.48	82.65	403.8	404.7	9.95147	8597	61.61	113.46	749.25	750.9	12.6426	713093213	1.71557	0.1515458319241781	17454.66	0.4062084257206208	4.234408443169523	ng	ng	0.0	salt	0.0	0.0	0	1	0	0	324577	476.98793440241053
fish_83	232379	76923	11525	30322	Thunnus albacares	0	1	1	nonguarders	open water/substratum egg scatterers	Thunnus_albacares	6.63	3.16	0.82	0.21	2.16	24.82	10.82	Yellowfin_tuna	Scombridae	0.6127541589648798	0.29205175600739375	0.019408502772643253	0.07578558225508317	728212003	726698517	16808	46920	474468	404961	33.37	59.77	18011.3	18048.8	556.265	3147	99	351	200	4348212	193911	791099	379963	1	21.1474	209	236	18.6	5.9835199999999995	25953	4647.92	384897	31.01	48.28	16075.9	16109.4	528.705	3838.56	1.0886200000000001	434	3676	503.93800000000005	514.698	318179	33.34	51.72	14256.0	18582.4	437.059	74907	17.84	6.05	1834.61	1838.43	102.89399999999999	182510	33.49	36.33	8386.13	8403.59	250.701	41879	27.0	28.43	1549.08	1552.3	57.5261	27414	32.53	59.32	1218.83	1221.37	37.6566	14877	33.48	62.39	677.97	679.38	20.4354	12206	39.25	77.96	653.26	654.62	16.7665	6038	30.76	59.66	253.43	253.96	8.29396	8108	42.3	102.37	464.03	464.99	11.1374	7167	43.23	100.17	416.05	416.92	9.84478	9791	66.3	136.67	857.66	859.45	13.4492	783110981	1.60759	0.31080563995401406	16311.05	0.43593875906526997	4.206175296003248	ng	ng	0.0	salt	0.0	0.0	0	1	0	0	351149	482.20710253796796
fish_84	163359	63258	24528	23129	Helostoma temminkii	1	0	0	nonguarders	open water/substratum egg scatterers	Helostoma_temminkii	5.75	2.7	0.6	0.59	1.56	16.51	9.639999999999999	Kissing_gouramis	Helostomatidae	0.5964730290456433	0.2800829875518673	0.06120331950207469	0.062240663900414946	599808025	598538278	17055	71786	575477	222091	29.86	33.8	10890.3	10913.4	370.77	3387	100	204	107	2040435	95154	343385	192726	1	18.7004	225	236	16.14	3.4090300000000004	24981	3089.27	206408	28.63	28.8	9749.93	9770.61	344.588	2471.81	0.573706	435	3833	423.24800000000005	433.384	179967	30.24	30.05	8971.04	10608.3	300.44599999999997	25957	17.59	6.07	761.39	763.0	43.3339	88046	31.95	22.26	4686.23	4696.17	146.988	27330	26.91	34.45	1222.56	1225.15	45.626000000000005	19602	27.67	28.19	902.58	904.5	32.7245	13265	28.1	31.45	618.65	619.96	22.1452	8582	28.6	35.94	407.92	408.79	14.3272	5811	26.36	31.39	254.42	254.96	9.70117	5679	28.04	33.4	264.78	265.34	9.4808	5317	30.49	41.24	268.61	269.18	8.87646	6819	39.56	64.3	438.01	438.94	11.384	643794001	0.974993	-0.11754901322529294	9825.150000000001	0.5838885523924893	3.989001497675679	ng	ng	0.0	fresh	1.0	nan	0	0	1	0	274274	457.26964056541254
fish_85	118651	53862	5984	22281	Anabas testudineus	1	1	0	guarders	clutch tenders	Anabas_testudineus	4.36	2.61	0.48	0.14	1.71	11.23	7.590000000000001	Climbing_perch	Anabantidae	0.5744400527009222	0.3438735177865612	0.01844532279314888	0.06324110671936758	524844595	523783392	18817	50227	436107	219544	34.24	58.32	13928.9	13957.1	418.977	3314	110	245	139	786749	33572	148796	68171	1	24.4581	225	240	22.08	1.50205	25419	2943.18	208274	31.87	48.96	12403.1	12428.3	397.469	2425.65	0.28407899999999997	440	3735	383.527	385.82199999999995	185040	33.65	50.88	11625.7	13009.7	353.13	33965	17.16	5.88	1110.51	1112.76	64.8187	96368	35.96	39.82	6598.63	6611.99	183.908	24442	27.26	43.2	1264.24	1266.8	46.645	15301	33.12	63.53	960.96	962.91	29.2004	12482	31.88	57.05	753.51	755.04	23.8206	7187	28.82	48.71	393.0	393.79	13.7156	4555	29.9	57.79	254.92	255.44	8.69275	4599	40.25	80.76	346.97	347.67	8.77672	3999	38.42	80.4	289.38	289.97	7.63168	5376	62.61	132.26	614.53	615.78	10.2595	560235974	1.24031	-0.3676264217210115	12586.65	0.6758682101513803	4.09353024521327	b_g	g	1.0	fresh	1.0	1.0	0	0	0	1	200778	382.5475234245291
fish_86	132926	32564	11043	25306	Selene dorsalis	0	1	1	nonguarders	open water/substratum egg scatterers	Selene_dorsalis	3.64	1.22	0.57	0.27	2.58	11.47	5.700000000000001	African_moonfish	Carangidae	0.63859649122807	0.2140350877192982	0.047368421052631574	0.09999999999999998	528779420	526898335	11209	32464	316312	374129	31.32	43.85	21486.9	21563.6	708.578	2968	80	427	303	3363078	138725	634363	286226	1	27.2127	215	231	24.13	6.38278	23472	5941.56	358959	30.01	39.73	19973.5	20044.8	679.847	5030.45	1.2039600000000001	424	3625	385.161	383.05199999999996	304549	31.77	41.66	17788.7	20011.0	576.797	62635	17.44	5.54	2065.46	2072.83	118.62700000000001	159754	28.5	26.54	8606.55	8637.28	302.564	47508	26.2	29.09	2349.84	2358.23	89.9773	25590	41.11	60.88	1976.89	1983.94	48.4659	16723	30.38	34.29	956.75	960.16	31.6723	20788	63.77	72.25	2358.06	2366.48	39.3712	6361	27.39	42.86	328.41	329.58	12.0473	6957	34.44	65.16	445.93	447.52	13.1761	5352	34.61	55.95	348.39	349.63	10.1364	7291	54.47	110.26	724.53	727.12	13.8087	553898294	1.9973500000000002	-0.35449987669920335	20160.809999999998	0.4969485614646906	4.300454173909247	ng	ng	0.0	salt	0.0	0.0	0	1	0	0	201839	381.7073667503928
fish_87	381029	98329	57236	38714	Chromis chromis	0	0	1	guarders	nesters	Chromis_chromis	11.02	2.98	0.75	1.32	1.5	31.66	16.07	Damselfish	Pomacentridae	0.685749844430616	0.18543870566272558	0.0821406347230865	0.04667081518357187	834429411	832776325	8509	14223	176588	373902	45.55	76.41	19612.9	19651.8	448.324	2451	75	670	577	5478335	279121	978693	567893	1	26.858	180	230	23.88	6.5784	31550	5035.66	313423	36.86	56.06	13479.3	13506.1	375.80699999999996	3642.83	1.1752200000000002	411	3220	486.06199999999995	485.983	373902	45.55	76.41	19612.9	19651.8	448.324	49964	16.72	5.65	1001.09	1003.08	59.9089	90557	38.04	38.9	4125.95	4134.14	108.58200000000001	41834	26.6	39.31	1330.73	1333.37	50.1607	41841	44.91	65.39	2235.75	2240.19	50.1691	26023	33.73	47.42	1039.57	1041.64	31.2026	15021	32.49	46.69	581.43	582.59	18.0108	9892	30.69	45.14	360.21	360.92	11.8609	9489	39.79	75.52	447.66	448.55	11.3777	8710	45.41	75.68	470.91	471.85	10.4436	20092	91.55	121.86	2084.81	2088.95	24.0911	877802830	1.3479299999999999	0.6651460714120251	13678.109999999999	0.5075805432722679	4.129667339229647	b_g	g	1.0	salt	0.0	nan	1	0	0	0	575308	689.4627543275797
fish_88	218897	56402	10093	36000	Parablennius parvicornis	0	0	1	guarders	nesters	Parablennius_parvicornis	6.17	2.37	0.95	0.17	2.81	18.15	9.659999999999998	Rock-pool_blenny	Blenniidae	0.6387163561076605	0.24534161490683234	0.01759834368530021	0.09834368530020705	599249148	596758828	7343	16796	212603	480682	41.28	67.31	31886.4	32019.4	802.4739999999999	2336	63	650	712	1161165	51494	206132	97727	1	31.8186	186	224	30.04	1.9457900000000001	24531	7165.14	448693	36.83	56.7	26864.4	26976.5	749.07	4881.35	0.34541900000000003	407	3377	390.855	404.985	405265	40.32	60.38	26449.8	31942.5	676.569	174504	18.78	6.68	5469.33	5492.16	291.32599999999996	134511	47.11	59.47	10570.0	10614.0	224.55900000000003	31804	37.79	58.3	2000.74	2009.09	53.0952	41876	50.25	68.24	3491.67	3506.25	69.9098	15199	43.72	60.55	1093.68	1098.24	25.374000000000002	10626	45.0	74.93	789.25	792.54	17.7396	8069	40.63	72.63	539.45	541.7	13.4708	10324	55.26	94.84	929.38	933.26	17.2354	8797	57.81	98.56	829.84	833.3	14.6861	12983	81.21	126.19	1680.56	1687.57	21.6745	593516981	2.68644	-0.11941342246894497	27393.9	0.5322314049586776	4.429177145310481	b_g	g	1.0	salt	0.0	nan	1	0	0	0	321392	536.3245005397989
fish_89	143589	45436	37007	25490	Symphodus melops	0	0	1	guarders	nesters	Symphodus_melops	4.68	1.74	0.64	0.94	2.47	14.84	8.0	Corkwing_wrasse	Labridae	0.585	0.2175	0.1175	0.08	533823763	532391443	9362	21275	206531	343049	43.71	85.87	26979.8	27052.4	643.619	2755	76	537	406	942507	40992	189831	86217	1	20.7779	199	229	17.8	1.77033	25314	5234.07	325378	39.88	77.73	23747.6	23811.5	610.465	3754.28	0.356563	423	3407	375.731	371.337	285506	41.95	75.2	21764.9	25364.7	535.659	80105	17.26	5.43	2590.06	2597.03	150.291	149590	49.14	83.88	13765.0	13802.1	280.657	35083	41.23	111.59	2696.76	2704.02	65.8218	25154	49.66	79.92	2326.39	2332.64	47.1932	7296	27.14	42.82	368.84	369.84	13.6886	6534	33.02	44.52	403.01	404.1	12.2589	4539	33.06	56.17	280.17	280.92	8.51595	5974	50.23	94.81	554.35	555.84	11.2083	4721	47.29	91.74	411.42	412.52	8.85741	6382	72.16	133.63	831.04	833.28	11.9737	605018057	2.3747599999999998	-0.3376719884208319	24227.039999999994	0.5390835579514824	4.375619725143031	b_g	g	1.0	salt	0.0	nan	1	0	0	0	251522	471.1704825324533
fish_90	242406	49326	13048	28764	Pseudochromis fuscus	0	0	1	nan	nan	Pseudochromis_fuscus	8.02	1.94	0.69	0.36	2.62	22.12	11.009999999999998	Brown_dottyback	Pseudochromidae	0.7284287011807449	0.1762034514078111	0.03269754768392371	0.06267029972752045	657041210	655804165	12029	24689	270026	410307	51.9	110.91	30236.1	30293.2	624.516	2837	90	475	386	2101962	95001	346845	175676	1	22.4288	210	231	19.39	3.20517	26901	8890.83	380971	43.39	94.49	24049.0	24094.3	579.865	6191.58	0.528885	426	3532	416.21	427.715	331874	48.88	101.73	23438.6	29517.2	505.135	64292	17.53	6.48	1715.41	1718.65	97.8569	142873	33.54	43.05	7290.23	7303.98	217.463	66003	39.7	88.01	3978.24	3985.74	100.461	37797	72.16	159.02	4119.37	4127.14	57.5297	19268	63.83	129.28	1807.8	1811.21	29.3272	12035	59.36	119.76	1068.48	1070.49	18.3181	6860	63.73	139.97	653.94	655.17	10.4414	8731	63.97	132.25	827.68	829.24	13.2892	8747	68.44	137.18	879.32	880.98	13.3135	14365	120.08	190.94	2475.03	2479.7	21.8645	727363236	2.4049	0.07338043843875221	24815.499999999996	0.4977396021699818	4.381097022351799	nan	nan	nan	salt	0.0	nan	0	0	0	0	333544	507.64547934519965
fish_91	156008	49088	9571	33843	Myoxocephalus scorpius	0	1	1	guarders	clutch tenders	Myoxocephalus_scorpius	5.23	2.05	0.95	0.27	2.62	18.61	8.5	Shorthorn_sculpin	Cottidae	0.6152941176470589	0.24117647058823527	0.031764705882352945	0.11176470588235293	520316443	519088862	5716	9473	108436	330008	52.22	96.12	31429.2	31503.5	634.631	2016	69	803	879	1777848	76743	328291	164212	1	21.4976	164	217	16.64	3.4249400000000003	24941	6228.02	289004	44.05	75.37	23639.8	23695.7	555.7769999999999	3873.18	0.632437	388	3082	365.925	337.10900000000004	260169	50.01	80.89	24076.5	29212.2	500.325	24257	15.94	5.34	742.97	744.73	46.6481	155541	45.7	47.29	13655.2	13687.5	299.117	32655	35.48	81.73	2223.29	2228.54	62.7981	19626	39.44	73.95	1479.52	1483.02	37.7423	9573	36.16	104.19	653.13	654.67	18.4096	10345	38.17	85.24	754.63	756.41	19.8942	6445	46.45	89.58	559.56	560.88	12.3942	9340	65.63	137.42	1139.37	1142.06	17.9615	8460	66.52	154.45	1049.86	1052.34	16.2692	12762	85.27	154.59	1966.11	1970.76	24.5423	665987661	2.3639799999999997	-0.38273230091350185	24223.640000000003	0.4567436861902203	4.373643797959479	b_g	g	1.0	salt	0.0	nan	1	0	0	0	248510	477.6131973980303
fish_96	396478	177406	15951	27687	Lesueurigobius cf. sanzoi	0	0	1	nan	nan	Lesueurigobius_cf._sanzoi	10.74	5.17	0.63	0.32	1.63	50.51	16.86	Sanzos_goby	Gobiidae	0.6370106761565837	0.3066429418742586	0.018979833926453145	0.03736654804270463	810626388	809018445	6729	11480	223514	448669	69.94	135.91	35280.2	35350.3	553.9119999999999	2130	58	625	943	6100663	231887	1229429	545071	1	17.0836	163	206	13.57	7.54082	25469	8052.38	358713	53.86	113.21	22033.1	22076.9	442.856	4236.72	1.51966	373	2988	411.48	474.598	253794	61.59	118.19	17664.4	32231.3	313.32599999999996	74130	21.38	20.15	1955.59	1959.48	91.5185	81925	54.12	95.88	5469.54	5480.41	101.14200000000001	43239	37.64	85.96	2004.34	2008.32	53.3815	43601	33.99	79.36	1816.79	1820.4	53.8284	22259	46.97	144.61	1280.04	1282.58	27.4802	14114	50.05	119.67	858.23	859.93	17.4247	10910	53.41	111.75	695.2	696.58	13.4691	10867	72.42	163.1	954.61	956.51	13.415999999999999	14358	74.28	152.22	1265.0	1267.51	17.7259	43310	138.62	177.59	6758.42	6771.85	53.4691	1303559616	2.20331	0.5857393752909433	23057.760000000002	0.33379528806176995	4.343075605556491	nan	nan	nan	salt	0.0	nan	0	0	0	0	617522	761.7837380344446
fish_97	178977	31579	5141	70497	Gadus morhua	0	1	1	nonguarders	open water/substratum egg scatterers	Gadus_morhua	5.71	1.66	2.37	0.13	7.26	18.15	9.870000000000001	Atlantic_cod	Gadidae	0.5785207700101317	0.16818642350557242	0.013171225937183383	0.24012158054711244	495065230	493042758	5765	16818	232564	670015	58.8	65.99	75058.1	75366.0	1353.57	2455	43	608	635	2517465	109077	432367	225199	1	30.1192	202	235	25.86	5.105980000000001	31443	19951.6	612963	55.52	59.01	65671.8	65941.2	1238.31	14123.5	0.876936	431	3466	447.24800000000005	372.972	520531	61.62	63.93	61471.3	74385.6	1051.58	80172	31.95	28.56	5174.35	5195.57	161.964	350741	65.95	63.51	46718.3	46909.9	708.568	43707	37.32	48.89	3289.81	3303.31	88.29700000000001	45620	44.72	47.91	4102.71	4119.54	92.1616	12317	37.49	54.44	923.28	927.07	24.8828	19461	38.64	44.23	1511.79	1517.99	39.3152	10201	50.45	64.71	1031.09	1035.32	20.6081	20439	58.13	57.23	2381.33	2391.1	41.2909	10009	52.67	65.71	1047.51	1051.81	20.2202	20296	60.33	71.81	2421.74	2431.68	41.001999999999995	629618419	6.5671800000000005	-0.46697014739962706	68601.91	0.5438016528925621	4.817378920038989	ng	ng	0.0	salt	0.0	0.0	0	1	0	0	286194	578.0935170906671
fish_98	124249	28391	9407	23149	Caranx ignobilis	0	1	1	nonguarders	open water/substratum egg scatterers	Caranx_ignobilis	3.06	0.99	0.5	0.23	2.58	9.56	4.78	Giant_trevally	Carangidae	0.6401673640167364	0.20711297071129706	0.04811715481171548	0.10460251046025104	537407121	536000415	10238	45457	547239	431339	27.46	23.9	21753.1	21810.2	803.238	3253	99	287	158	0	0	0	0	0	0.0	229	241	0.0	0.0	23720	5736.24	417845	26.65	19.74	20524.3	20578.1	778.11	4967.39	0.0	443	3834	382.199	382.92800000000005	431339	27.46	23.9	21753.1	21810.2	803.238	95423	19.69	8.04	3496.35	3505.53	177.696	182476	28.51	14.54	9671.19	9696.57	339.806	54978	26.08	19.87	2662.23	2669.22	102.38	29185	30.89	27.7	1665.7	1670.07	54.3482	16319	28.52	25.42	861.29	863.55	30.3892	11862	30.35	33.33	667.45	669.2	22.0894	6709	26.38	31.78	327.84	328.7	12.4935	7516	30.32	31.2	422.92	424.03	13.9963	5823	31.68	36.74	341.39	342.29	10.8436	7554	40.53	52.12	562.72	564.2	14.067	0	2.0524299999999998	-0.3257179345261208	20679.08	0.5	4.312268354034037	ng	ng	0.0	salt	0.0	0.0	0	1	0	0	185196	344.61024568373745
fish_99	125574	29124	9999	21595	Caranx melampygus	0	1	1	nonguarders	open water/substratum egg scatterers	Caranx_melampygus	3.07	1.02	0.48	0.25	2.68	9.36	4.82	Bluefin_trevally	Carangidae	0.6369294605809128	0.21161825726141079	0.051867219917012444	0.0995850622406639	544128710	542964940	15440	90956	857272	462222	27.39	24.73	22952.6	23001.8	849.673	3420	101	187	91	0	0	0	0	0	0.0	224	242	0.0	0.0	23219	6408.57	447587	26.44	19.92	21549.2	21595.4	822.77	5480.65	0.0	444	3895	382.788	381.913	462222	27.39	24.73	22952.6	23001.8	849.673	103597	19.8	8.29	3770.57	3778.65	190.43599999999998	194169	27.67	14.21	9863.67	9884.81	356.92800000000005	59842	27.01	23.0	2963.03	2969.38	110.00399999999999	30501	30.49	28.57	1696.48	1700.12	56.068000000000005	17573	28.91	23.44	928.13	930.12	32.3033	12598	31.17	33.83	718.7	720.24	23.1581	7212	26.61	27.5	350.99	351.74	13.2574	7803	30.96	32.73	442.49	443.44	14.3438	6236	31.82	32.06	363.59	364.37	11.4632	8056	41.29	52.87	599.69	600.98	14.8088	0	2.15492	-0.30329476688166634	21697.340000000004	0.514957264957265	4.333431151896537	ng	ng	0.0	salt	0.0	0.0	0	1	0	0	186292	342.36752550697054
